TaskNumber,Summary,Priority,RaisedByID,AssignedToID,AuthorisedByID,StatusCode,ProjectCode,ProjectBreakdownCode,Category,SubCategory,HoursEstimate,HoursActual,DeveloperID,DeveloperHoursActual,TaskPerformance,DeveloperPerformance
7580,v2 User Testing: USM Reconciliation Report Fails On Syndicate Specific Search,1,7,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,13,1,0,0
7581,v2 User Testing: Converted Diary Events Need Montiors To Be Owners If Only 1 Recipient Exists,1,47,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,0.75,13,0.75,0.25,0.25
7582,v2 Test Release With Latest Bug Fixes. Test And Release To All Synds,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,14,11.5,13,11.5,2.5,2.5
7584,Some RI Cards fail to open,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7585,Investigate SCM Validation errors on Live Test systems,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,10,15.5,26,15.5,-5.5,-5.5
7586,Moving BILimit field from SectionLimitType Dec to SectionType Dec,4,16,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,2.5,2.5,42,2.5,0,0
7587,Add SectionType Schedules to Declaration to Hold Location Codes for COB Properties.,4,16,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,8.5,16.75,42,16.75,-8.25,-8.25
7590,Allow docking of checkboxes to right edge of panel,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,2.5,2.5,65,2.5,0,0
7592,v2 Test System SCM Message Load Failing On XXXX Test and XXXX Test,1,24,13,NA,COMPLETED,PC2,PBC13,Development,Bug,5,1.75,13,1.75,3.25,3.25
7597,User Support: USM SuperSearch search Field FILCode Lookup Incorrect ,1,6,13,NA,COMPLETED,PC2,PBC21,Development,Bug,0.25,0.25,13,0.25,0,0
7599,v2 Test System SCM Message debugging load failing on XXXX,1,24,24,NA,COMPLETED,PC2,PBC13,Development,Bug,3,3,24,3,0,0
7600,Events Missing On XXXX Test. ,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,10,10,13,10,0,0
7601,Multi Line Claims/New Movements With RI Amounts Show Incorrect RI Amount Figures In v2.,1,7,26,NA,COMPLETED,PC2,PBC13,Development,Bug,10,4.5,13,1,5.5,NA
7601,Multi Line Claims/New Movements With RI Amounts Show Incorrect RI Amount Figures In v2.,1,7,26,NA,COMPLETED,PC2,PBC13,Development,Bug,10,4.5,26,3.5,5.5,6.5
7603,v2 Test Release With Latest Bug Fixes. Test And Release To All Synds,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,13,0.5,0,0
7604,Hook Notes control into Version 3,5,65,65,58,COMPLETED,PC9,PBC11,Development,Enhancement,7,11.25,65,11.25,-4.25,-4.25
7605,SCM Calculations still slow on some syndicates,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,7,12,26,12,-5,-5
7607,Added OriginalLPSONo/OriginalLPSODate to the inwards policy lookup search,2,46,24,NA,COMPLETED,PC17,PBC72,Development,Enhancement,0.5,0.5,24,0.5,0,0
7609,Claims with suspense Movts taking average 1 minute 40 Seconds to load(Large Syndicate XXXX Size over 4GIG DB),1,24,24,NA,COMPLETED,PC2,PBC13,Development,Bug,7,4,24,4,3,3
7611,v2 user Testing: Diary Event Not Adding Event Creator As Owner,1,47,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,13,1,0,0
7614,Task system not Showing Documents,4,42,42,58,COMPLETED,PC11,PBC65,Development,Bug,3.5,2,42,2,1.5,1.5
7616,v2 Test System: SCM Validation Updates - Test And Release,1,26,13,NA,COMPLETED,PC2,PBC13,Development,Bug,7,4.25,13,4.25,2.75,2.75
7617,v2 Test SCMS XXXX - Validation Flagged missing lines on claims,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,7,22.75,13,22.75,-15.75,-15.75
7618,Colouring problem on grid when a row's field access changes on the fly,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,2.5,5,58,2.5,-2.5,NA
7618,Colouring problem on grid when a row's field access changes on the fly,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,2.5,5,65,2.5,-2.5,0
7619,Delete button on grid not being enabled when a row is added to top of grid,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,1.5,3,58,1.5,-1.5,NA
7619,Delete button on grid not being enabled when a row is added to top of grid,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,1.5,3,65,1.5,-1.5,0
7620,RichTextBox background colour not being set correctly when read only,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,1,2,58,1,-1,NA
7620,RichTextBox background colour not being set correctly when read only,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,1,2,65,1,-1,0
7621,Infinite recursion when choosing not to keep a note occuring in Versions 2 and 3,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,4,6,65,6,-2,-2
7622,USM Super Search Modifications (Speed Up),2,46,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,2,6.5,26,4.5,-4.5,-2.5
7622,USM Super Search Modifications (Speed Up),2,46,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,2,6.5,24,2,-4.5,NA
7623,Total Currency amounts: old currency missing where amounts not brought forward,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2,2,26,2,0,0
7626,Add To V2 Conversion: Diary Event Set Owners And XXXX Missong Splits Procedures,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,13,0.5,0,0
7627,Error message when navigating to some validation warnings,5,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7630,Validation being skipped for all read-only fields needs to be turned off on occasions,5,65,65,58,COMPLETED,PC9,PBC24,Development,Enhancement,0.75,1.5,58,0.75,-0.75,NA
7630,Validation being skipped for all read-only fields needs to be turned off on occasions,5,65,65,58,COMPLETED,PC9,PBC24,Development,Enhancement,0.75,1.5,65,0.75,-0.75,0
7631,Merging BMS to version 2 of SCMS. Database updating,3,42,42,NA,COMPLETED,PC2,PBC13,Development,Release,7,7.25,42,7.25,-0.25,-0.25
7632,"Core fixing, add and delete Children not working for offset tables and not disposing",3,42,42,58,FINISHED,PC9,PBC24,Development,Bug,5,8,42,4,-3,1
7632,"Core fixing, add and delete Children not working for offset tables and not disposing",3,42,42,58,FINISHED,PC9,PBC24,Development,Bug,5,8,58,4,-3,NA
7636,v2 User Support: Non-Manual SCMs Should Have Add Manual Movement Disabled,1,47,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.25,0.25,13,0.25,0,0
7637,Grid Print not printing single column on mulitple pages.,3,42,42,58,COMPLETED,PC9,PBC7,Development,Bug,7,7.75,42,7.75,-0.75,-0.75
7639,Version 2 SCM super search fails when any items in Suspense,2,24,24,NA,COMPLETED,PC2,PBC13,Development,Bug,14,1.25,24,1.25,12.75,12.75
7640,Row not selected when clicking row header cell in grid,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,1.5,0.5,65,0.5,1,1
7641,Flush plain text to database from RTF field,5,65,58,58,FINISHED,PC9,PBC11,Development,Enhancement,2,2.75,58,1.75,-0.75,0.25
7641,Flush plain text to database from RTF field,5,65,58,58,FINISHED,PC9,PBC11,Development,Enhancement,2,2.75,65,1,-0.75,NA
7642,Bug fixes in Stored Procedure Renamer,5,65,65,58,COMPLETED,PC18,PBC20,Development,Bug,33,3,65,3,30,30
7643,Synd XXXX Message Load Error,1,24,13,NA,COMPLETED,PC2,PBC72,Development,Bug,0.5,1,13,1,-0.5,-0.5
7644,Bug fixing on Notes Control,5,65,65,58,FINISHED,PC9,PBC7,Development,Bug,5,5,65,5,0,0
7645,Add ReadOnlyRowFullColour property to grid,4,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,0.5,0.5,65,0.5,0,0
7646,Check-In latest code / Merge databases,5,65,65,58,COMPLETED,PC9,PBC11,Development,Testing,14,35.8,65,20.75,-21.8,-6.75
7646,Check-In latest code / Merge databases,5,65,65,58,COMPLETED,PC9,PBC11,Development,Testing,14,35.8,58,15.05,-21.8,NA
7648,Releasing DEV version to CCC_BinderManagement_TEST,4,16,42,NA,COMPLETED,PC2,PBC32,Development,Release,7,8.5,42,8.5,-1.5,-1.5
7649,Upgrading BMS to be SCMS Compatable,3,42,42,NA,COMPLETED,PC2,PBC13,Development,Release,7,9.5,42,9.5,-2.5,-2.5
7650,Validation error prevents SCM line corrections from saving,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3,3,26,3,0,0
7651,UWRef autocorrection form:  Original UWRef fails to populate from SCM,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7656,USM Autocorrection to behave like SCM,2,46,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7657,USM and SCM Line grids to show Original UWRef,2,46,26,NA,COMPLETED,PC2,PBC13,Development,Enhancement,1,3,26,3,-2,-2
7659,Bugs relating to RI and syndicate figure calculation revealed by testing on XXXX,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,4,6,26,6,-2,-2
7660,Risk Section Zone/Peril Code Tab Needs Putting Back Into v2. ,1,24,13,NA,COMPLETED,PC2,PBC13,Development,Bug,5,5.75,13,5.75,-0.75,-0.75
7661,v2 Minor Bug Fixes Testing And Release,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Release,10,24.5,13,24.5,-14.5,-14.5
7665,Double check XXXX conversion,2,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,5,8,26,8,-3,-3
7666,Double check search fields entry for Risk Search Statistics,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7670,New Declaration Fields on Schedules to record Limits,4,16,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,15,13.75,42,13.75,1.25,1.25
7673,Sizing Issues with Diary Event Detail Box,5,65,65,58,COMPLETED,PC9,PBC17,Development,Bug,2.5,2.25,65,2.25,0.25,0.25
7677,Still some validation errors on XXXX DEV,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3,6,26,6,-3,-3
7678,Testing and fixing bugs related to the Search Grid functionality,1,54,54,58,FINISHED,PC9,PBC7,Development,Bug,14,8,54,8,6,6
7680,Check that replacement line events are saved correctly,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,7,7.5,26,7.5,-0.5,-0.5
7684,Issue with SiPFrameworkComboBox in Search Control,5,65,65,13,COMPLETED,PC2,PBC13,Development,Bug,1.5,2,13,0.5,-0.5,NA
7684,Issue with SiPFrameworkComboBox in Search Control,5,65,65,13,COMPLETED,PC2,PBC13,Development,Bug,1.5,2,65,1.5,-0.5,0
7688,Checkin/Test/Enhance New Search and Filter Functionality in Grid,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,16,20,54,8.75,-4,NA
7688,Checkin/Test/Enhance New Search and Filter Functionality in Grid,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,16,20,65,11.25,-4,4.75
7689,Bordereaux loader testing on new Premium Level field,4,16,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,1,1,42,1,0,0
7692,v2 XXXX Claim With Incorrect OS figures loaded,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,7,9.5,13,9.5,-2.5,-2.5
7693,Repair USM stat search parameters,1,24,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7694,Row colouring after performing a search not working correctly,1,54,54,58,FINISHED,PC9,PBC7,Development,Bug,7,1,54,1,6,6
7695,XXXX Test System SCM Validation Failed,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1.5,1.5,13,1.5,0,0
7696,Search Control Showing Unwanted Scroll Bar On Initialisation,1,65,58,58,FINISHED,PC9,PBC7,Development,Bug,2,0.5,58,0.5,1.5,1.5
7697,v2 user testing: SCM Not Opening On XXXX User Screen Where His Windows DPI Set To Large,1,24,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1.75,13,0.75,-0.75,0.25
7697,v2 user testing: SCM Not Opening On XXXX User Screen Where His Windows DPI Set To Large,1,24,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1.75,24,0.5,-0.75,NA
7697,v2 user testing: SCM Not Opening On XXXX User Screen Where His Windows DPI Set To Large,1,24,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1.75,26,0.5,-0.75,NA
7698,Get document up and running on latest code / database,1,54,65,58,FINISHED,PC9,PBC24,Development,Bug,7,7,54,3.75,0,NA
7698,Get document up and running on latest code / database,1,54,65,58,FINISHED,PC9,PBC24,Development,Bug,7,7,65,3.25,0,3.75
7700,LookupComboBox Not Sizing Correctly,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,4,4.75,65,4.75,-0.75,-0.75
7702,Should not be possible to change synd no when correcting UWRefs,2,46,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7705,Sort out alignment issues with Date Pickers on Text Boxes.,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,5,5,65,5,0,0
7706,SCM Diary Event Sync Between Syndicates And On Same Synd UWRef Put Live On Test Systems,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Enhancement,3,6,13,6,-3,-3
7708,Testing Latest v2 Bug Fixes On Dev ,1,26,13,NA,COMPLETED,PC2,PBC13,Development,Testing,5,59.67,42,0.75,-54.67,NA
7708,Testing Latest v2 Bug Fixes On Dev ,1,26,13,NA,COMPLETED,PC2,PBC13,Development,Testing,5,59.67,13,58.92,-54.67,-53.92
7709,Add Fit To Page feature to Grid Print and Font Selection Box,2,26,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,14,10.5,42,10.5,3.5,3.5
7710,Event maintenance SCM screen should not show cancelled line events,2,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,13,0.5,0,0
7711,Lookup search grid not colouring first row upon initial load,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1,1,65,1,0,0
7712,Getting field access on date pickers to refresh as required,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,1,1,65,1,0,0
7713,Get date picker calender to display on top of other controls,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1,1,65,1,0,0
7714,Allow date text boxes to be cleared if required,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,0.75,0.75,65,0.75,0,0
7716,USM Proportional Accruals SuperSearch,2,45,26,NA,COMPLETED,PC2,PBC21,Development,Enhancement,5,3,26,3,2,2
7717,Re-convert XXXX DEV,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,5,5,26,5,0,0
7719,v2 Risk Validation - Build History Procedure Breaks Validation,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3.5,3,13,3,0.5,0.5
7720,Synd XXXX - Calculating Syndicate Adjustments Not Working Correctly,1,46,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3.5,2.75,13,1.75,0.75,1.75
7720,Synd XXXX - Calculating Syndicate Adjustments Not Working Correctly,1,46,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3.5,2.75,26,1,0.75,NA
7721,SCM Super Search slow again - speed up,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2,1.5,26,1.5,0.5,0.5
7723,RI Calculation running amok with split RI,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,3,3,26,3,0,0
7724,"Test/Repair SCM Validation, especially for speed",1,26,26,NA,COMPLETED,PC2,PBC13,Development,Bug,7,13,26,13,-6,-6
7726,Dataloader not handling a certain type of apostrophe,4,65,42,58,COMPLETED,PC9,PBC7,Development,Bug,3.5,2.5,42,2.5,1,1
7729,Releasing TEST to LIVE on BMS,4,6,42,NA,COMPLETED,PC2,PBC32,Development,Release,7.75,10.25,42,9.75,-2.5,-2
7729,Releasing TEST to LIVE on BMS,4,6,42,NA,COMPLETED,PC2,PBC32,Development,Release,7.75,10.25,13,0.5,-2.5,NA
7730,Updating SP_RISK_DELETE to just remove Declarations,4,16,42,NA,COMPLETED,PC2,PBC32,Development,Enhancement,1,0.75,42,0.75,0.25,0.25
7731,Update CCC Coverholder Load Procedure To Cater For Updates,5,65,65,6,COMPLETED,PC2,PBC32,Development,Enhancement,5,4.75,65,4.75,0.25,0.25
7732,CCC Data Load 30.5.2005,5,65,65,6,COMPLETED,PC2,PBC32,Development,Enhancement,1,1,65,1,0,0
7736,Hook Grid Print Functionality into Technical Core,5,65,65,58,COMPLETED,PC9,PBC11,Development,Enhancement,4,6.75,42,2.75,-2.75,NA
7736,Hook Grid Print Functionality into Technical Core,5,65,65,58,COMPLETED,PC9,PBC11,Development,Enhancement,4,6.75,65,4,-2.75,0
7737,Create RISK Copy script to transfer data quicker,5,42,42,NA,COMPLETED,PC2,PBC21,Development,Enhancement,7,9.5,42,9.5,-2.5,-2.5
7739,Print Grid to take DataGridView to contain preserve column filtering - Fix Cancel button but still prints bug,3,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,5,4.75,42,4.75,0.25,0.25
7740,Review SCM Validation,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Testing,14,15,26,15,-1,-1
7741,Re-convert and review all databases,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Testing,21,20,26,20,1,1
7742,Add Images to Grid Menu,5,65,65,58,COMPLETED,PC9,PBC7,Development,Enhancement,1.5,1.25,65,1.25,0.25,0.25
7743,Looking into DefaultOperator column issue in search fields,5,65,65,58,COMPLETED,PC9,PBC11,Development,Enhancement,1,1,65,1,0,0
7744,Enhance Coverholder Searching,5,65,65,6,COMPLETED,PC2,PBC32,Development,Enhancement,3.5,3.5,65,3.5,0,0
7745,Context menu not losing focus on grid,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1,1,65,1,0,0
7748,Search group default causes syntax error,2,26,26,13,COMPLETED,PC2,PBC13,Development,Bug,2,2.5,26,0.5,-0.5,1.5
7748,Search group default causes syntax error,2,26,26,13,COMPLETED,PC2,PBC13,Development,Bug,2,2.5,65,2,-0.5,NA
7750,XXXX Test - SCM Validation Failed,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3,3,13,3,0,0
7751,55/XXXXTest SCM vaildation failed,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3,9,13,9,-6,-6
7753,MDI Children Not Appearing In Menu->Windows,1,58,58,58,FINISHED,PC9,PBC11,Development,Bug,2,0.9,58,0.9,1.1,1.1
7754,Modify Code Generator To Skip Debugger Step In To Simple Get Functions,1,58,58,58,FINISHED,PC9,PBC41,Development,Enhancement,1,0.75,58,0.75,0.25,0.25
7757,Grid Print Bugs on V3 - Not fitting to Page,3,65,42,58,COMPLETED,PC9,PBC7,Development,Bug,1.5,1.5,42,1.5,0,0
7758,Fixing memory leaks in Document,5,65,58,58,FINISHED,PC9,PBC6,Development,Bug,1,2,58,1,-1,0
7758,Fixing memory leaks in Document,5,65,58,58,FINISHED,PC9,PBC6,Development,Bug,1,2,65,1,-1,NA
7760,Testing fix in panel to prevent flickering,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1.5,3,58,1.5,-1.5,NA
7760,Testing fix in panel to prevent flickering,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1.5,3,65,1.5,-1.5,0
7761,Checkin code / merge databases - YYY ZZZ (June),5,65,65,58,COMPLETED,PC9,PBC11,Development,Release,21,16.35,58,6.35,4.65,NA
7761,Checkin code / merge databases - YYY ZZZ (June),5,65,65,58,COMPLETED,PC9,PBC11,Development,Release,21,16.35,65,10,4.65,11
7766,Table structure grid throws exception when Escape key pressed,3,26,65,58,COMPLETED,PC9,PBC41,Development,Bug,1,0.75,65,0.75,0.25,0.25
7767,Checkin code / merge databases - YYY ZZZ (June),1,54,54,58,FINISHED,PC9,PBC11,Development,Release,21,4.4,65,1,16.6,NA
7767,Checkin code / merge databases - YYY ZZZ (June),1,54,54,58,FINISHED,PC9,PBC11,Development,Release,21,4.4,54,2.65,16.6,18.35
7767,Checkin code / merge databases - YYY ZZZ (June),1,54,54,58,FINISHED,PC9,PBC11,Development,Release,21,4.4,58,0.75,16.6,NA
7771,Adding DataLoader to Version 3 Core via External Tools Menu,4,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,3,3.5,42,2,-0.5,1
7771,Adding DataLoader to Version 3 Core via External Tools Menu,4,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,3,3.5,58,1.5,-0.5,NA
7772,Fix bugs with Grid Lookup Cell validations,5,65,65,58,COMPLETED,PC9,PBC7,Development,Bug,1,1,65,1,0,0
7773,Adding Licence Check to DataLoader,4,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,7,11,42,6,-4,1
7773,Adding Licence Check to DataLoader,4,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,7,11,58,5,-4,NA
7775,RI Calculation getting sums wrong when several open movements,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2,3.5,13,1.5,-1.5,NA
7775,RI Calculation getting sums wrong when several open movements,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2,3.5,26,2,-1.5,0
7776,SCM Search showing OS in original currency,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,0.5,0.5,26,0.5,0,0
7777,Update v2 test system ROE table to allow better comparison tests for users testing,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Testing,0.5,0.5,13,0.5,0,0
7778,Update SCMS Application Logo With New Logo,1,58,13,NA,COMPLETED,PC2,PBC21,Development,Enhancement,0.5,0.5,13,0.5,0,0
7779,Allow DataChanged events to be Suspended,5,65,58,58,FINISHED,PC9,PBC24,Development,Enhancement,0.75,1.5,58,0.75,-0.75,0
7779,Allow DataChanged events to be Suspended,5,65,58,58,FINISHED,PC9,PBC24,Development,Enhancement,0.75,1.5,65,0.75,-0.75,NA
7781,Print Grid to show 'Friendly' Column Headers not Technical Column Header,3,42,42,58,COMPLETED,PC9,PBC7,Development,Enhancement,5,6.5,42,6.5,-1.5,-1.5
7782,User Preferences Tab not working with V3 of Core,3,58,42,58,COMPLETED,PC9,PBC11,Development,Bug,8.5,8,42,8,0.5,0.5
7785,RI Calcs not taking proper account of contracts giving benefit,1,13,26,NA,COMPLETED,PC2,PBC13,Development,Bug,1,1,26,1,0,0
7786,Double check that all SCM Validation special processing is implemented and works,1,26,26,NA,COMPLETED,PC2,PBC13,Development,Testing,4,6.5,26,6.5,-2.5,-2.5
7787,v2 Risk Validation - Update/Insert To Premium Tables Fails On Certain Syndicates,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,3.5,4.75,13,4.75,-1.25,-1.25
7790,Grids row position not being set when adding children in V3 Task System ,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,5,17,58,7,-12,NA
7790,Grids row position not being set when adding children in V3 Task System ,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,5,17,65,10,-12,-5
7791,Release Technical Core,1,58,58,58,FINISHED,PC9,PBC11,Development,Release,7,8.56,58,8.56,-1.56,-1.56
7792,XXXX Front End Changes Required For New Field SectionUMR in table RiskSection,1,12,13,NA,COMPLETED,PC2,PBC73,Development,Enhancement,1,1.5,13,1.5,-0.5,-0.5
7797,v2 SCMS/Core Check-In And Release,1,26,13,NA,COMPLETED,PC2,PBC13,Development,Enhancement,0.5,0.5,13,0.5,0,0
7799,Claims with two lines - UWRef update fails,1,46,26,NA,COMPLETED,PC2,PBC13,Development,Bug,2.5,8.5,26,8.5,-6,-6
7800,PRP RI Calculation Not Giving Benefit To Non-PRP FAC When CalcOrder Set To Do So,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,2.5,13,1.5,-1.5,-0.5
7800,PRP RI Calculation Not Giving Benefit To Non-PRP FAC When CalcOrder Set To Do So,1,13,13,NA,COMPLETED,PC2,PBC13,Development,Bug,1,2.5,26,1,-1.5,NA
7802,Sorting / Row Positioning Issues with Grid,5,65,65,58,COMPLETED,PC9,PBC11,Development,Bug,14,9,65,9,5,5
